	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0005581	GO:0005581	collagen trimer	19/554	87/19717	2.922536522733407e-12	1.1982399743206968e-10	9.173128990014905e-11	COL6A3/COL3A1/LUM/COL1A2/C1QA/COL1A1/COL5A1/DCN/C1QB/COL15A1/COLEC12/COL8A2/COL5A2/MARCO/COL6A2/COL18A1/LOX/COL4A1/COL9A3	19
GO:0045121	GO:0045121	membrane raft	35/554	315/19717	4.415312753835981e-12	1.6594217099833563e-10	1.2703706870685982e-10	TLR2/CD14/PTPRC/HCK/ITGB2/LCP2/TNFRSF1B/CD4/TLR1/TGFBR2/LYN/STOM/BIRC3/ICAM1/FAS/CD2/HMOX1/SULF1/ANXA2/RFTN1/CD48/ARC/PTGS2/CD55/MAPT/CAV2/KCND2/CD36/OLR1/S100A10/CAV1/CLIP3/SDC4/BST2/PDPN	35
GO:0098857	GO:0098857	membrane microdomain	35/554	316/19717	4.837112468497127e-12	1.6781059409940034e-10	1.2846744045887107e-10	TLR2/CD14/PTPRC/HCK/ITGB2/LCP2/TNFRSF1B/CD4/TLR1/TGFBR2/LYN/STOM/BIRC3/ICAM1/FAS/CD2/HMOX1/SULF1/ANXA2/RFTN1/CD48/ARC/PTGS2/CD55/MAPT/CAV2/KCND2/CD36/OLR1/S100A10/CAV1/CLIP3/SDC4/BST2/PDPN	35
GO:0030666	GO:0030666	endocytic vesicle membrane	25/554	167/19717	8.432378203179432e-12	2.716430406881374e-10	2.0795639478517697e-10	TLR2/STAB1/CD163/VAMP8/CYBB/FCGR1A/TLR1/CYBA/TCIRG1/HLA-DPB1/HLA-DQB1/HLA-DRA/HLA-DRB1/COLEC12/HLA-DPA1/RAC2/CD74/MARCO/CORO1A/RAB32/CD36/CAV1/GRIA3/HLA-DQA1/GRIA2	25
GO:0098589	GO:0098589	membrane region	35/554	328/19717	1.4030645134558903e-11	4.21854730379071e-10	3.229509897638822e-10	TLR2/CD14/PTPRC/HCK/ITGB2/LCP2/TNFRSF1B/CD4/TLR1/TGFBR2/LYN/STOM/BIRC3/ICAM1/FAS/CD2/HMOX1/SULF1/ANXA2/RFTN1/CD48/ARC/PTGS2/CD55/MAPT/CAV2/KCND2/CD36/OLR1/S100A10/CAV1/CLIP3/SDC4/BST2/PDPN	35
GO:0042613	GO:0042613	MHC class II protein complex	9/554	16/19717	9.82432579990226e-11	2.7692318348474497e-09	2.1199860936631197e-09	HLA-DMA/HLA-DMB/HLA-DPB1/HLA-DQB1/HLA-DRA/HLA-DRB1/HLA-DPA1/CD74/HLA-DQA1	9
GO:0030139	GO:0030139	endocytic vesicle	32/554	303/19717	1.4002837358733987e-10	3.714870381640605e-09	2.8439199093899374e-09	TLR2/SYK/STAB1/CD163/NCF4/VAMP8/NCF2/CYBB/FCGR1A/TLR1/CYBA/TCIRG1/HLA-DPB1/TLR7/HLA-DQB1/HLA-DRA/HLA-DRB1/COLEC12/HLA-DPA1/HP/RAC2/CD74/MARCO/CORO1A/NLGN3/LTF/RAB32/CD36/CAV1/GRIA3/HLA-DQA1/GRIA2	32
GO:0101002	GO:0101002	ficolin-1-rich granule	24/554	185/19717	4.6386046627103156e-10	1.1622281682679737e-08	8.897440522625636e-09	GMFG/LILRB2/CTSS/ITGB2/MNDA/FPR1/NCKAP1L/FCER1G/SERPINA1/FGL2/CFD/CTSB/TCIRG1/CD93/BIN2/CTSH/MVP/OSTF1/CD55/MMP9/CRISPLD2/LGALS3/TNFAIP6/ALDOC	24
GO:0035579	GO:0035579	specific granule membrane	17/554	91/19717	5.572540301855188e-10	1.3227450927035209e-08	1.012627822165375e-08	LAIR1/ITGB2/C3AR1/VAMP8/PLAUR/CD33/CD53/TNFRSF1B/CYBB/CYBA/CD93/STOM/PLAU/SLC2A5/CLEC5A/CD36/OLR1	17
GO:0005604	GO:0005604	basement membrane	17/554	95/19717	1.1208695928298402e-09	2.4072008874583708e-08	1.842833215279136e-08	TGFBI/COL5A1/FN1/COL15A1/SERPINF1/FBN1/COL8A2/TIMP1/COL18A1/EGFL6/ANXA2/ADAMTS1/NID2/LAMB1/COL4A1/THBS2/LOXL1	17
GO:0043202	GO:0043202	lysosomal lumen	17/554	95/19717	1.1208695928298402e-09	2.4072008874583708e-08	1.842833215279136e-08	IFI30/LUM/CTSS/NPC2/CTSB/DCN/FUCA1/RNASET2/SDC2/CD74/BCAN/CTSK/CSPG5/SDC1/FMOD/SDC4/NCAN	17
GO:0031091	GO:0031091	platelet alpha granule	16/554	91/19717	4.525075294515834e-09	9.276404353757459e-08	7.101553572254516e-08	F13A1/SERPINA1/SRGN/CFD/LHFPL2/THBS1/FN1/SERPING1/ISLR/TIMP1/SERPINE1/A2M/CD36/PPBP/THBS2/SERPINA3	16
GO:0070821	GO:0070821	tertiary granule membrane	14/554	73/19717	1.3087702583415059e-08	2.5039887777526413e-07	1.9169292078489122e-07	LAIR1/LILRB2/ITGB2/VAMP8/FCER1G/CD33/CD53/CYBB/CYBA/CD93/STOM/PLAU/CLEC5A/OLR1	14
GO:0042611	GO:0042611	MHC protein complex	9/554	25/19717	1.3991599179256178e-08	2.5039887777526413e-07	1.9169292078489122e-07	HLA-DMA/HLA-DMB/HLA-DPB1/HLA-DQB1/HLA-DRA/HLA-DRB1/HLA-DPA1/CD74/HLA-DQA1	9
GO:0005766	GO:0005766	primary lysosome	20/554	155/19717	1.4435412022520769e-08	2.5039887777526413e-07	1.9169292078489122e-07	MNDA/FPR1/C3AR1/LYZ/GLIPR1/VAMP8/PYCARD/NPC2/CTSC/RNASE2/CREG1/FUCA1/STOM/RNASET2/C3/ANXA2/PLAC8/BST2/SERPINA3/FABP5	20
GO:0042582	GO:0042582	azurophil granule	20/554	155/19717	1.4435412022520769e-08	2.5039887777526413e-07	1.9169292078489122e-07	MNDA/FPR1/C3AR1/LYZ/GLIPR1/VAMP8/PYCARD/NPC2/CTSC/RNASE2/CREG1/FUCA1/STOM/RNASET2/C3/ANXA2/PLAC8/BST2/SERPINA3/FABP5	20
GO:1904724	GO:1904724	tertiary granule lumen	12/554	55/19717	3.136806065655173e-08	5.239627909668454e-07	4.0111983997461864e-07	CTSS/LYZ/PTPN6/CTSH/HP/LTF/CXCL1/MMP9/PTX3/PPBP/TNFAIP6/ALDOC	12
GO:0031093	GO:0031093	platelet alpha granule lumen	13/554	67/19717	3.741376510420033e-08	6.02628859356941e-07	4.613426674502898e-07	F13A1/SERPINA1/SRGN/CFD/THBS1/FN1/SERPING1/ISLR/TIMP1/SERPINE1/A2M/PPBP/SERPINA3	13
GO:0044420	GO:0044420	extracellular matrix component	11/554	51/19717	1.3423073752819273e-07	2.08751940086948e-06	1.598100976742186e-06	COL3A1/LUM/COL1A2/COL1A1/COL5A1/COL15A1/FBN1/COL5A2/LAMB1/COL4A1/FBLN5	11
GO:0005583	GO:0005583	fibrillar collagen trimer	6/554	11/19717	1.9627483874910458e-07	2.8554823314789086e-06	2.1860151819934233e-06	COL3A1/LUM/COL1A2/COL1A1/COL5A1/COL5A2	6
GO:0098643	GO:0098643	banded collagen fibril	6/554	11/19717	1.9627483874910458e-07	2.8554823314789086e-06	2.1860151819934233e-06	COL3A1/LUM/COL1A2/COL1A1/COL5A1/COL5A2	6
GO:0035578	GO:0035578	azurophil granule lumen	14/554	91/19717	2.3779954788804578e-07	3.351487378047145e-06	2.565731964055231e-06	MNDA/LYZ/PYCARD/NPC2/CTSC/RNASE2/CREG1/FUCA1/RNASET2/C3/ANXA2/PLAC8/SERPINA3/FABP5	14
GO:0098644	GO:0098644	complex of collagen trimers	7/554	19/19717	5.001307773552471e-07	6.835120623855044e-06	5.232628228788551e-06	COL3A1/LUM/COL1A2/COL1A1/COL5A1/COL5A2/COL4A1	7
GO:0072562	GO:0072562	blood microparticle	17/554	147/19717	8.511738738759791e-07	1.1290571091707841e-05	8.643499400350502e-06	F13A1/C1S/C1QB/FN1/STOM/SERPING1/HP/C3/CFH/ACTG2/CLIC1/CP/A2M/IGKC/ANGPTL4/BCHE/SERPINA3	17
GO:1904813	GO:1904813	ficolin-1-rich granule lumen	15/554	124/19717	2.1170915124391385e-06	2.7280236346001472e-05	2.088439146105376e-05	GMFG/CTSS/MNDA/SERPINA1/FGL2/CFD/CTSB/BIN2/CTSH/MVP/OSTF1/MMP9/CRISPLD2/TNFAIP6/ALDOC	15
GO:0030665	GO:0030665	clathrin-coated vesicle membrane	14/554	115/19717	4.275604222778481e-06	5.356381956869709e-05	4.1005794885126956e-05	DAB2/VAMP8/FCGR1A/CD4/IL7R/HLA-DPB1/HLA-DQB1/HLA-DRA/HLA-DRB1/HLA-DPA1/CD74/GAD1/CD3D/HLA-DQA1	14
GO:0045335	GO:0045335	phagocytic vesicle	15/554	132/19717	4.652165264574505e-06	5.670612254927302e-05	4.341138568365399e-05	TLR2/SYK/NCF4/VAMP8/NCF2/CYBB/TLR1/CYBA/TCIRG1/TLR7/RAC2/CORO1A/LTF/RAB32/CD36	15
GO:0030136	GO:0030136	clathrin-coated vesicle	18/554	188/19717	6.307606782835004e-06	7.48613331331207e-05	5.731011148947041e-05	DAB2/VAMP8/FCGR1A/CD4/IL7R/HLA-DPB1/HLA-DQB1/HLA-DRA/HLA-DRB1/HLA-DPA1/CD74/GAD1/RAB27A/CD3D/WIPI1/HLA-DQA1/ASTN1/SNAP91	18
GO:0035580	GO:0035580	specific granule lumen	10/554	62/19717	8.173938542621922e-06	9.452426365955094e-05	7.236307265802944e-05	LYZ/DOCK2/PTPN6/HP/RAB27A/SLPI/LTF/CXCL1/PTX3/CHI3L1	10
GO:0071556	GO:0071556	integral component of lumenal side of endoplasmic reticulum membrane	7/554	29/19717	1.2133483164450153e-05	0.00013346831480895167	0.00010217670033221182	HLA-DPB1/HLA-DQB1/HLA-DRA/HLA-DRB1/HLA-DPA1/CD74/HLA-DQA1	7
GO:0098553	GO:0098553	lumenal side of endoplasmic reticulum membrane	7/554	29/19717	1.2133483164450153e-05	0.00013346831480895167	0.00010217670033221182	HLA-DPB1/HLA-DQB1/HLA-DRA/HLA-DRB1/HLA-DPA1/CD74/HLA-DQA1	7
GO:0005774	GO:0005774	vacuolar membrane	28/554	412/19717	1.6988351389455867e-05	0.00018242253515820465	0.0001396536154321184	THBD/FPR1/C3AR1/GLIPR1/DAB2/VAMP8/HLA-DMA/HLA-DMB/LAPTM5/TCIRG1/HLA-DPB1/TLR7/HLA-DQB1/HLA-DRA/STOM/HLA-DRB1/ANPEP/HLA-DPA1/CD74/ANXA2/ABCC3/CP/WIPI1/IFITM3/ATP6V1G2/HLA-DQA1/EEF1A2/BST2	28
GO:0030669	GO:0030669	clathrin-coated endocytic vesicle membrane	8/554	44/19717	2.6829677202338392e-05	0.00028139963763382827	0.00021542555991106474	FCGR1A/HLA-DPB1/HLA-DQB1/HLA-DRA/HLA-DRB1/HLA-DPA1/CD74/HLA-DQA1	8
GO:0005925	GO:0005925	focal adhesion	27/554	405/19717	3.3509496071917065e-05	0.00034347233473714994	0.0002629453280284402	PTPRC/HCK/ITGB2/DAB2/PLAUR/ARPC1B/CYBA/LPXN/LCP1/TES/FAP/PLAU/ICAM1/RAC2/ITGA5/RRAS/ITGBL1/PDLIM1/CAV2/TLE2/RND3/FHL2/ANXA1/CD44/WASF1/CAV1/SDC4	27
GO:0005924	GO:0005924	cell-substrate adherens junction	27/554	408/19717	3.806825295848404e-05	0.0003815284907616956	0.0002920792273773747	PTPRC/HCK/ITGB2/DAB2/PLAUR/ARPC1B/CYBA/LPXN/LCP1/TES/FAP/PLAU/ICAM1/RAC2/ITGA5/RRAS/ITGBL1/PDLIM1/CAV2/TLE2/RND3/FHL2/ANXA1/CD44/WASF1/CAV1/SDC4	27
GO:0010008	GO:0010008	endosome membrane	30/554	479/19717	4.012803808386278e-05	0.0003934292429526546	0.00030118985106423324	CD14/NCF4/VAMP8/HLA-DMA/HLA-DMB/LY96/FCGR1A/TCIRG1/HLA-DPB1/TLR7/HLA-DQB1/HLA-DRA/HLA-DRB1/HLA-DPA1/GPNMB/RAB27A/ANXA2/ARC/WIPI1/IFITM3/NDRG1/STEAP3/SNX10/ANXA1/CAV1/DKK1/FZD7/CLIP3/HLA-DQA1/STEAP1	30
GO:0030055	GO:0030055	cell-substrate junction	27/554	412/19717	4.501692770445139e-05	0.0004319709445682463	0.0003306954599565522	PTPRC/HCK/ITGB2/DAB2/PLAUR/ARPC1B/CYBA/LPXN/LCP1/TES/FAP/PLAU/ICAM1/RAC2/ITGA5/RRAS/ITGBL1/PDLIM1/CAV2/TLE2/RND3/FHL2/ANXA1/CD44/WASF1/CAV1/SDC4	27
GO:0101003	GO:0101003	ficolin-1-rich granule membrane	9/554	61/19717	4.827767949248072e-05	0.00045360903023143346	0.0003472605016125807	LILRB2/ITGB2/FPR1/NCKAP1L/FCER1G/TCIRG1/CD93/CD55/LGALS3	9
GO:0005765	GO:0005765	lysosomal membrane	24/554	354/19717	6.982635613275524e-05	0.0006426874819565839	0.0004920095555648491	FPR1/C3AR1/GLIPR1/DAB2/VAMP8/HLA-DMA/HLA-DMB/LAPTM5/TCIRG1/HLA-DPB1/TLR7/HLA-DQB1/HLA-DRA/STOM/HLA-DRB1/ANPEP/HLA-DPA1/CD74/ANXA2/CP/IFITM3/HLA-DQA1/EEF1A2/BST2	24
GO:0098852	GO:0098852	lytic vacuole membrane	24/554	355/19717	7.296354022127363e-05	0.000654891237014639	0.0005013521431691017	FPR1/C3AR1/GLIPR1/DAB2/VAMP8/HLA-DMA/HLA-DMB/LAPTM5/TCIRG1/HLA-DPB1/TLR7/HLA-DQB1/HLA-DRA/STOM/HLA-DRB1/ANPEP/HLA-DPA1/CD74/ANXA2/CP/IFITM3/HLA-DQA1/EEF1A2/BST2	24
GO:0030135	GO:0030135	coated vesicle	21/554	289/19717	7.405643700165541e-05	0.000654891237014639	0.0005013521431691017	DAB2/VAMP8/CTSC/SERPINA1/FCGR1A/CD4/IL7R/HLA-DPB1/HLA-DQB1/HLA-DRA/HLA-DRB1/COPZ2/HLA-DPA1/CD74/GAD1/RAB27A/CD3D/WIPI1/HLA-DQA1/ASTN1/SNAP91	21
GO:0030662	GO:0030662	coated vesicle membrane	15/554	182/19717	0.00020132262110799564	0.001746086579225116	0.0013367169984498499	DAB2/VAMP8/FCGR1A/CD4/IL7R/HLA-DPB1/HLA-DQB1/HLA-DRA/HLA-DRB1/COPZ2/HLA-DPA1/CD74/GAD1/CD3D/HLA-DQA1	15
GO:0030670	GO:0030670	phagocytic vesicle membrane	9/554	76/19717	0.000273263818013961	0.0023253204136659696	0.0017801495989787333	TLR2/VAMP8/CYBB/TLR1/CYBA/TCIRG1/RAC2/CORO1A/RAB32	9
GO:0045334	GO:0045334	clathrin-coated endocytic vesicle	8/554	63/19717	0.0003674515295140739	0.0030689007372379134	0.0023493976935792644	FCGR1A/HLA-DPB1/HLA-DQB1/HLA-DRA/HLA-DRB1/HLA-DPA1/CD74/HLA-DQA1	8
GO:0001772	GO:0001772	immunological synapse	6/554	36/19717	0.0004550923466693124	0.003731757242688361	0.0028568476499049662	CD53/ICAM1/GZMA/CD37/CORO1A/LGALS3	6
GO:0043020	GO:0043020	NADPH oxidase complex	4/554	15/19717	0.0006574963428941914	0.005295193761522863	0.004053736850926594	NCF4/NCF2/CYBB/CYBA	4
GO:0019897	GO:0019897	extrinsic component of plasma membrane	13/554	165/19717	0.0008034240115694163	0.006356916302066785	0.004866538795840601	HCK/GNA15/LYN/FGR/GNG4/ANXA2/RGS1/CAV2/ANXA1/S100A10/CDH10/KCNIP1/SNAP91	13
GO:0001891	GO:0001891	phagocytic cup	5/554	27/19717	0.0008316542859774184	0.0064668290168244085	0.0049506825009182085	AIF1/BIN2/LCP1/CORO1A/ANXA1	5
GO:0031225	GO:0031225	anchored component of membrane	13/554	170/19717	0.0010589815267851165	0.008094926586103179	0.006197072984576597	CD14/PLAUR/FOLR2/VNN2/FCGR3B/CD52/CD2/BCAN/CD48/CD55/LSAMP/BST2/OMG	13
GO:0031252	GO:0031252	cell leading edge	23/554	403/19717	0.0011148420854134573	0.008379896342024488	0.006415231649396738	AIF1/PLEK/SAMSN1/ACTA2/S100A11/LCP1/FAP/RAC2/ITGA5/CAPG/CORO1A/CXCR4/FGR/ANXA2/ACTG2/MAPT/MYLK/APBB2/CD44/WASF1/EPB41L3/PDPN/STMN2	23
GO:0030134	GO:0030134	COPII-coated ER to Golgi transport vesicle	9/554	93/19717	0.0012119778080588557	0.008960688384172851	0.006859857136208882	CTSC/SERPINA1/HLA-DPB1/HLA-DQB1/HLA-DRA/HLA-DRB1/HLA-DPA1/CD74/HLA-DQA1	9
GO:0002102	GO:0002102	podosome	5/554	30/19717	0.0013696993606988517	0.009963458252825519	0.007627527849053029	BIN2/LPXN/LCP1/SCIN/VCAM1	5
GO:0012507	GO:0012507	ER to Golgi transport vesicle membrane	7/554	62/19717	0.0017193298895346904	0.01230821873301818	0.009422559795612006	HLA-DPB1/HLA-DQB1/HLA-DRA/HLA-DRB1/HLA-DPA1/CD74/HLA-DQA1	7
GO:0036019	GO:0036019	endolysosome	4/554	20/19717	0.0020875766295919296	0.014710891561655629	0.011261926554377516	CTSS/CTSB/TLR7/CTSK	4
GO:0005796	GO:0005796	Golgi lumen	9/554	102/19717	0.002312636507788136	0.016046139461729992	0.012284125903716742	LUM/DCN/SDC2/BCAN/CSPG5/SDC1/FMOD/SDC4/NCAN	9
GO:0031904	GO:0031904	endosome lumen	5/554	34/19717	0.0024388574859517875	0.01666552615400388	0.012758297534165653	CTSS/CTSB/CTSH/PRF1/CTSK	5
GO:0005770	GO:0005770	late endosome	16/554	256/19717	0.0025046171191538476	0.016859437622960972	0.01290674650561606	CTSS/VAMP8/HLA-DMA/HLA-DMB/TCIRG1/HLA-DRA/HLA-DRB1/CTSH/CD74/CXCR4/RAB27A/ANXA2/SLC31A2/IFITM3/STEAP3/BST2	16
GO:0030175	GO:0030175	filopodium	9/554	104/19717	0.0026411207294939876	0.017423901623326767	0.013338872056135325	ACTA2/LCP1/MAP2/CD302/ACTG2/VCAM1/TTYH1/NLGN1/PDPN	9
GO:0060076	GO:0060076	excitatory synapse	6/554	50/19717	0.0026657410465843615	0.017423901623326767	0.013338872056135325	SRPX2/NLGN3/GRIA3/NLGN1/GRIA2/LRRTM2	6
GO:0042470	GO:0042470	melanosome	9/554	106/19717	0.0030055014593611783	0.019091283917913964	0.014615336970651838	CTSB/STOM/SERPINF1/CAPG/GPNMB/RAB27A/ANXA2/RAB32/ATP6V1G2	9
GO:0048770	GO:0048770	pigment granule	9/554	106/19717	0.0030055014593611783	0.019091283917913964	0.014615336970651838	CTSB/STOM/SERPINF1/CAPG/GPNMB/RAB27A/ANXA2/RAB32/ATP6V1G2	9
GO:0030027	GO:0030027	lamellipodium	13/554	193/19717	0.003266444029027589	0.02046064245960337	0.015663649729839902	AIF1/ACTA2/FAP/RAC2/CAPG/CORO1A/ACTG2/MYLK/APBB2/CD44/WASF1/PDPN/STMN2	13
GO:0044853	GO:0044853	plasma membrane raft	9/554	109/19717	0.0036252031307047916	0.02239680290339536	0.017145877820781134	HCK/ITGB2/LCP2/TGFBR2/HMOX1/PTGS2/CAV2/KCND2/CAV1	9
GO:0031234	GO:0031234	extrinsic component of cytoplasmic side of plasma membrane	8/554	91/19717	0.004074472904448326	0.02460116333636929	0.018833426477603284	HCK/GNA15/LYN/FGR/GNG4/RGS1/CAV2/KCNIP1	8
GO:0005884	GO:0005884	actin filament	9/554	111/19717	0.004091102550394006	0.02460116333636929	0.018833426477603284	AIF1/HCK/HCLS1/LCP1/RAC2/CORO1A/PDLIM1/PLS3/ANXA1	9
GO:0009898	GO:0009898	cytoplasmic side of plasma membrane	11/554	154/19717	0.004232803881291466	0.02511643002548096	0.01922788901472227	PTPRC/HCK/GNA15/LYN/CD2/FGR/GNG4/RGS2/RGS1/CAV2/KCNIP1	11
GO:0098802	GO:0098802	plasma membrane receptor complex	17/554	295/19717	0.004288170979960164	0.02511643002548096	0.01922788901472227	TLR2/CSF2RB/SYK/ITGB2/CD4/TLR1/LYN/PTPN6/IL13RA1/ITGA5/IL6/ITGBL1/CD3D/GABBR1/GRIA3/NLGN1/GRIA2	17
GO:0032588	GO:0032588	trans-Golgi network membrane	8/554	92/19717	0.004355659620401568	0.025184647292321886	0.019280112759672265	HLA-DPB1/HLA-DQB1/HLA-DRA/HLA-DRB1/HLA-DPA1/CD74/CLIP3/HLA-DQA1	8
GO:0098562	GO:0098562	cytoplasmic side of membrane	12/554	178/19717	0.004586742067847133	0.026185071805051353	0.020045987984728314	PTPRC/HCK/GNA15/LYN/CD2/FGR/GNG4/RGS2/RGS1/CAV2/EEF1A2/KCNIP1	12
GO:0030660	GO:0030660	Golgi-associated vesicle membrane	9/554	114/19717	0.004876196900863838	0.027489560028619887	0.021044639256359726	HLA-DPB1/HLA-DQB1/HLA-DRA/HLA-DRB1/COPZ2/HLA-DPA1/CD74/CSPG5/HLA-DQA1	9
GO:0032432	GO:0032432	actin filament bundle	7/554	75/19717	0.005081671184478817	0.028085544994330906	0.02150089568943993	CYBA/LCP1/MYL9/SYNPO/PDLIM1/MYLK/PLS3	7
GO:0042383	GO:0042383	sarcolemma	10/554	136/19717	0.005106462726241983	0.028085544994330906	0.02150089568943993	COL6A3/COL6A2/SLC2A5/ANXA2/KCNJ2/CAV2/VCAM1/ANXA1/AHNAK2/CAV1	10
GO:0035577	GO:0035577	azurophil granule membrane	6/554	58/19717	0.0056257555039136145	0.03056886424415711	0.023402001335239897	FPR1/C3AR1/GLIPR1/VAMP8/STOM/BST2	6
